struct_idx	county	phillimore	overlord_66	lord_66	holding	units	value_66	v_66_code	waste_66	idx_overlord_66	idx_lord_66
7597	GLS	"11,14"	-	Wulfric	2	geld		1086 value;propoertional	N		617250
7597	GLS	"11,14"	-	Leofwin	0.25	geld		1086 value;propoertional	N		340900
7597	GLS	"11,14"	-	Tovi	1.25	geld		1086 value;propoertional	N		537100
7599	GLS	"12,1"	-	"Evesham (St Mary), abbey of"	9	geld	5	-	N		197000
7600	GLS	"12,2"	-	"Evesham (St Mary), abbey of"	7	geld	4	-	N		197000
7601	GLS	"12,3"	-	"Evesham (St Mary), abbey of"	10	geld	8	-	N		197000
7602	GLS	"12,4"	-	"Evesham (St Mary), abbey of"	10	geld	8	-	N		197000
7603	GLS	"12,5"	-	"Evesham (St Mary), abbey of"	3	geld	4	-	N		197000
7604	GLS	"12,6"	-	"Evesham (St Mary), abbey of"	9	geld	4	-	N		197000
7605	GLS	"12,7"	-	"Evesham (St Mary), abbey of"	4	geld	1	-	N		197000
7606	GLS	"12,8"	-	"Evesham (St Mary), abbey of"	2	geld	2	-	N		197000
7607	GLS	"12,9"	-	"Evesham (St Mary), abbey of"	3	geld	1	-	N		197000
7608	GLS	"12,10"	-	-		-		-	-		
7610	GLS	"13,1"	-	"Abingdon (St Mary), abbey of"	7.5	geld	12	-	N		650
7612	GLS	"14,1"	-	"Pershore (St Mary), abbey of"	5	geld		1086 value	N		400700
7613	GLS	"14,2"	-	"Pershore (St Mary), abbey of"	17	geld	16	-	N		400700
7615	GLS	"15,1"	-	"Coventry (St Mary), abbey of"	10	geld	8	-	N		142500
7617	GLS	"16,1"	-	King Edward	6	geld	4	-	N		171100
7619	GLS	"17,1"	-	Edmer	1.25	geld	1	-	N		161000
7621	GLS	"18,1"	-	"Eynsham (St Mary), abbey of"	14	geld	10	-	N		198450
7623	GLS	"19,1"	-	"Westminster (St Peter), abbey of"	5	geld	10	-	N		571650
7624	GLS	"19,2"	-	Edric	1.25	geld	0.97	proportional	N		164900
7624	GLS	"19,2"	-	"Westminster (St Peter), abbey of"	25	geld	27	proportional	N		571650
7624	GLS	"19,2"	-	Alwin (the sheriff of Gloucestershire)	0.5	geld	0.38	proportional	N		72950
7624	GLS	"19,2"	-	Wulfwy	4	geld	3.11	proportional	N		630250
7624	GLS	"19,2"	-	Brictric	2.5	geld	1.94	proportional	N		122050
7624	GLS	"19,2"	-	Auti	3	geld	2.33	proportional	N		96300
7624	GLS	"19,2"	-	Godric	2	geld	1.55	proportional	N		235250
7624	GLS	"19,2"	-	Alwin the sheriff (of Warwickshire)	1.25	geld	0.97	proportional	N		73090
7624	GLS	"19,2"	-	Alfrith <of Moreton>	0.5	geld	0.38	proportional	N		38850
7624	GLS	"19,2"	-	Edwy	2	geld	1.55	proportional	N		178950
7624	GLS	"19,2"	-	Leofwin (uncle of Thorkil)	1	geld	0.77	proportional	N		345800
7626	GLS	"20,1"	-	-	60	geld	26.5	-	N		
7628	GLS	"21,1"	-	Countess Goda	4	geld	5	-	N		227950
7630	GLS	"22,1"	-	Wulfward	10	geld	10	-	N		624350
7632	GLS	"23,1"	-	-	3	geld	4	-	N		
7633	GLS	"23,2"	-	Countess Goda	8	geld		1086 value	N		227950
7635	GLS	"24,1"	-	Countess Goda	10	geld	12	-	N		227950
7637	GLS	"25,1"	-	"Cirencester (St Mary), canons of"	2	geld	2	-	N		138100
7639	GLS	"26,1"	-	Godric	4.25	geld	5	-	N		235250
7640	GLS	"26,2"	Earl Tosti	Elaf <of Driffield>	7	geld	8	-	N	535500	180500
7641	GLS	"26,3"	-	Godric	1	geld		1086 value	N		235250
7642	GLS	"26,4"	-	Elaf <of Driffield>	8	geld	8	-	N		180500
7644	GLS	"27,1"	-	Leofnoth	5	geld	8	-	N		332050
7646	GLS	"28,1"	-	-	8	geld	24	-	N		
7647	GLS	"28,2"	King Edward	Leofnoth	1	geld		1086 value	N	171100	332050
7648	GLS	"28,3"	-	-	0.5	geld		1086 value	N		
7649	GLS	"28,4"	-	Earl Harold	15	geld	30	-	N		269050
7650	GLS	"28,5"	-	Ednoth (the constable)	3	geld		-	N		163800
7651	GLS	"28,6"	-	Leofwin	1	geld		-	N		340900
7652	GLS	"28,7"	-	Leofwin		-		1086 value;equal	N		340900
7652	GLS	"28,7"	-	Ednoth (the constable)		-		1086 value;equal	N		163800
7654	GLS	"29,1"	-	Tovi	2	geld	4	-	N		537100
7656	GLS	"30,1"	King Edward	Leofwin (of Barton)	2	geld	4	-	N	171100	344520
7657	GLS	"30,2"	-	Leofwin (of Barton)	5	geld	10	-	N		344520
7658	GLS	"30,3"	-	Alward	5	geld	8	-	N		62250
7660	GLS	"31,1"	-	Tovi	7	geld	8	-	N		537100
7661	GLS	"31,2"	King Edward	Bondi (the constable)	3	geld	1	-	N	171100	115250
7662	GLS	"31,3"	-	Wulfnoth	2	geld	0.5	-	N		615550
7663	GLS	"31,4"	King Edward	Alstan (of Boscombe)	6	geld	3	-	N	171100	60600
7664	GLS	"31,5"	-	Brictric son of Algar	2	geld	1	-	N		123750
7665	GLS	"31,6"	-	Archbishop Stigand	0.37	geld	0.5	-	N		504900
7666	GLS	"31,7"	King Edward	Alstan (of Boscombe)	5.5	geld	10	-	N	171100	60600
7667	GLS	"31,8"	-	Leofric	1	geld	2	-	N		334000
7668	GLS	"31,9"	-	Wulfwy	2	geld	2	-	N		630250
7669	GLS	"31,10"	-	Sheerwold <of Gothers>	0.79	geld	1.75	-	N		488400
7670	GLS	"31,11"	King Edward	Alstan (of Boscombe)	8	geld	15	-	N	171100	60600
7671	GLS	"31,12"	-	Ernsi (son of Aldgyth)	3	geld	2	-	N		185450
7673	GLS	"32,1"	-	Alwin (the sheriff of Gloucestershire)	2	geld	5	-	N		72950
7674	GLS	"32,2"	-	Aelfric	1.75	equal	5	equal	N		6500
7674	GLS	"32,2"	-	Ketil (father of Edric)	1.75	equal	5	equal	N		318810
7675	GLS	"32,3"	-	Oswith	1	geld	1.2	-	N		395250
7676	GLS	"32,4"	-	Brictsi	3	geld	6	-	N		124550
7677	GLS	"32,5"	King Edward	Wulfhelm	5	geld	6.5	-	N	171100	612600
7678	GLS	"32,6"	"York (St Peter), archbishop of"	Alwin (the sheriff of Gloucestershire)	2	geld	2	-	N	634050	72950
7679	GLS	"32,7"	King Edward	Wulfheah	2.5	equal	4	equal	N	171100	612000
7679	GLS	"32,7"	King Edward	Forne <of Longhope>	2.5	equal	4	equal	N	171100	201100
7680	GLS	"32,8"	-	Wulfheah	1	geld	0.5	-	N		612000
7681	GLS	"32,9"	-	Wihenoc	0.62	geld		1086 value	N		576050
7682	GLS	"32,10"	-	-	1	geld		1086 value	N		
7683	GLS	"32,11"	-	Alfhere	6	geld	4	-	N		32950
7684	GLS	"32,12"	-	Wulfheah	3	geld	1.5	-	N		612000
7685	GLS	"32,13"	-	Edwy	5	geld	5	-	N		178950
7687	GLS	"33,1"	-	Wynric	3	geld	4	-	N		632350
7689	GLS	"34,1"	-	Wulfward	3.12	equal	3.5	equal	N		624350
7689	GLS	"34,1"	-	Wulfgeat	3.12	equal	3.5	equal	N		610250
7690	GLS	"34,2"	-	"thane, one"	5	geld	5	-	N		675200
7691	GLS	"34,3"	-	Huscarl	10	geld	8	-	N		303850
7692	GLS	"34,4"	-	Brictmer (son of Queneva)	10	geld	12	-	N		120710
7693	GLS	"34,5"	-	Alwin (the sheriff of Gloucestershire)	3	geld	3	-	N		72950
7694	GLS	"34,6"	-	Alwin (the sheriff of Gloucestershire)	1	geld	0.3	-	N		72950
7695	GLS	"34,7"	-	Alwin (the sheriff of Gloucestershire)	3	geld	10	-	N		72950
7696	GLS	"34,8"	King Edward	Alwin the sheriff (of Gloucestershire)	10	geld	16	-	N	171100	72900
7697	GLS	"34,9"	-	Alwin (the sheriff of Gloucestershire)	2	geld	2	-	N		72950
7698	GLS	"34,10"	-	Alwin (the sheriff of Gloucestershire)	6	geld	6	-	N		72950
7699	GLS	"34,11"	-	Alwin (the sheriff of Gloucestershire)	2	geld	2	-	N		72950
7700	GLS	"34,12"	-	Alwin the sheriff (of Gloucestershire)	0.5	geld		-	N		72900
7701	GLS	"34,13"	-	Saewin	1	geld	1	-	N		477850
7703	GLS	"35,1"	-	Aelfric	4	geld	12	-	N		6500
7704	GLS	"35,2"	-	Aelfric	3	geld		-	N		6500
7706	GLS	"36,1"	-	Godric	2	geld	1.5	-	N		235250
7707	GLS	"36,2"	-	Brictric	0.5	geld	1	-	N		122050
7708	GLS	"36,3"	-	Godric	1	geld	2	-	N		235250
7710	GLS	"37,1"	-	Wulfheah	1	geld	0.4	-	N		612000
7711	GLS	"37,2"	-	Morganwy	0.5	geld	0.25	-	N		365050
7712	GLS	"37,3"	-	Alric	0.87	equal	0.55	equal	N		52400
7712	GLS	"37,3"	-	Ernwy	0.87	equal	0.55	equal	N		187400
7712	GLS	"37,3"	-	Godric	0.87	equal	0.55	equal	N		235250
7713	GLS	"37,4"	King Edward	Wulfgar	0.25	geld	1	-	N	171100	609200
7714	GLS	"37,5"	-	Wynstan	0.56	equal	0.37	equal	N		633100
7714	GLS	"37,5"	-	Siward	0.56	equal	0.37	equal	N		493900
7716	GLS	"38,1"	-	Asgot (of Hailes)	3	geld	2	-	N		93375
7717	GLS	"38,2"	-	Asgot (of Hailes)	11	geld	12	-	N		93375
7718	GLS	"38,3"	-	Asgot (of Hailes)	3	geld	5	-	N		93375
7719	GLS	"38,4"	-	Asgot (of Hailes)	2.75	geld	2	-	N		93375
7720	GLS	"38,5"	-	Asgot (of Hailes)	5.37	geld	4	-	N		93375
7722	GLS	"39,1"	-	Leofric	1.5	equal	2	equal	N		334000
7722	GLS	"39,1"	-	Edric	1.5	equal	2	equal	N		164900
7723	GLS	"39,2"	Earl Harold	Thorkil (White)	3	geld	2	-	N	269050	526750
7724	GLS	"39,3"	-	Wulfhelm	1.25	geld	1	-	N		612600
7725	GLS	"39,4"	-	Healfdene	2	geld	2	-	N		272200
7726	GLS	"39,5"	-	another Alward	2	equal	1.87	equal	N		63200
7726	GLS	"39,5"	-	Wulfwy	2	equal	1.87	equal	N		630250
7726	GLS	"39,5"	-	Alward	2	equal	1.87	equal	N		62250
7726	GLS	"39,5"	-	Eskil	2	equal	1.87	equal	N		190550
7727	GLS	"39,6"	King Edward	"Brictric, a royal thane"	10	geld	10	-	N	171100	123050
7728	GLS	"39,7"	King Edward	Kenward (the sheriff)	2	geld	2	-	N	171100	317150
7729	GLS	"39,8"	-	Ernsi (son of Aldgyth)	1	geld	20	-	N		185450
7730	GLS	"39,9"	-	Alwin (the sheriff of Gloucestershire)	1.5	geld	6	-	N		72950
7731	GLS	"39,10"	-	Brictric	0.5	geld	1	-	N		122050
7732	GLS	"39,11"	-	Archbishop Stigand	0.5	geld	1	-	N		504900
7733	GLS	"39,12"	-	Doda	2.66	equal	2.66	equal	N		147500
7733	GLS	"39,12"	-	Alwold	2.66	equal	2.66	equal	N		74500
7733	GLS	"39,12"	-	another Doda	2.66	equal	2.66	equal	N		148000
7734	GLS	"39,13"	-	Aldwin	5	geld	6	-	N		29850
7735	GLS	"39,14"	-	Dunning	2	geld	5	-	N		153150
7736	GLS	"39,15"	-	Wulfric	2	geld	5	-	N		617250
7737	GLS	"39,16"	King Edward	"Godric, a royal thane"	1.25	geld	1.2	-	N	171100	236900
7738	GLS	"39,17"	-	Edmund <of Childrey>	5	geld	8	-	N		162570
7739	GLS	"39,18"	-	Godric	3	equal	4	equal	N		235250
7739	GLS	"39,18"	-	Leofwin	3	equal	4	equal	N		340900
7740	GLS	"39,19"	-	Leofwin	1.5	geld	4	-	N		340900
7741	GLS	"39,20"	-	Leofwin	1.5	equal	3	equal	N		340900
7741	GLS	"39,20"	-	Offa	1.5	equal	3	equal	N		378350
7742	GLS	"39,21"	-	Edwy (the noble)	5	geld	5	-	N		179405
7744	GLS	"40,1"	-	Saxi	10	geld	8	-	N		485150
7746	GLS	"41,1"	-	"York (St Peter), archbishop of"	10	geld	8	-	N		634050
7747	GLS	"41,2"	-	Siward	23	geld	33	-	N		493900
7748	GLS	"41,3"	King Edward	Aelfric	2.25	geld		-	N	171100	6500
7749	GLS	"41,4"	-	Aelfric	1.5	geld	1	-	N		6500
7750	GLS	"41,5"	-	Alnoth	3.75	geld		QR value	N		49300
7752	GLS	"42,1"	King Edward	"Dene, a royal thane"	10	geld	7	-	N	171100	146400
7753	GLS	"42,2"	-	Alwin (the sheriff of Gloucestershire)	3.33	geld	3	-	N		72950
7754	GLS	"42,3"	-	Anna	5	geld	5	-	N		79850
7756	GLS	"43,1"	-	Godric	1	geld	1	-	N		235250
7757	GLS	"43,2"	-	Wihtnoth	2.25	equal	2.5	equal	N		576950
7757	GLS	"43,2"	-	Godric	2.25	equal	2.5	equal	N		235250
7759	GLS	"44,1"	-	Merleswein (the sheriff)	4.5	geld	10	-	N		360800
7760	GLS	"44,2"	-	-	0.37	geld		1086 value	X		
7762	GLS	"45,1"	-	Brictmer (son of Queneva)	10	geld	8	-	N		120710
7763	GLS	"45,2"	-	-	10	geld	6	-	N		
7764	GLS	"45,3"	-	Earl Harold	5	geld	8	-	N		269050
7765	GLS	"45,4"	-	Alwin	1.66	equal		-	N		66750
7765	GLS	"45,4"	-	Alric	1.66	equal		-	N		52400
7765	GLS	"45,4"	-	Wulfric	1.66	equal		-	N		617250
7766	GLS	"45,5"	-	"thanes, four"	4	geld	10	-	N		677400
7767	GLS	"45,6"	-	Ernsi (son of Aldgyth)	7	geld	8	-	N		185450
7769	GLS	"46,1"	-	Ulf (son of Manni Swart)	13	geld	12	-	N		546280
7770	GLS	"46,2"	-	Ulf (son of Manni Swart)	10	geld	12	-	N		546280
7771	GLS	"46,3"	-	Ulf (son of Manni Swart)	10	geld	14	-	N		546280
7773	GLS	"47,1"	-	Baldwin (son of Herlewin)	10	geld	12	-	N		101850
7775	GLS	"48,1"	-	Siward	10	geld	10	-	N		493900
7776	GLS	"48,2"	-	Siward	5.62	geld	6	-	N		493900
7777	GLS	"48,3"	-	Thorsten	5	geld		1086 value	N		529150
7779	GLS	"49,1"	King Edward	Alric	8	geld	12	-	N	171100	52400
7781	GLS	"50,1"	-	Dunn <of Brimpsfield>	3	geld		1086 value	N		152870
7782	GLS	"50,2"	-	Dunn <of Brimpsfield>	5	geld	6	-	N		152870
7783	GLS	"50,3"	Earl Harold	Dunn <of Brimpsfield>	9	geld	12	-	N	269050	152870
7784	GLS	"50,4"	-	Aelric	1	geld	0.5	-	N		16200
7786	GLS	"51,1"	-	Bolli	2.25	geld	2	-	N		114300
7788	GLS	"52,1"	-	Kenward (the sheriff)	1	geld	2	-	N		317150
7789	GLS	"52,2"	-	Alward	0.5	geld	0.5	-	N		62250
7790	GLS	"52,3"	-	Elaf <of Driffield>'s brother	3.5	equal	7	equal	N		180750
7790	GLS	"52,3"	-	Elaf <of Driffield>	3.5	equal	7	equal	N		180500
7791	GLS	"52,4"	-	Aelfric	5	geld	7	-	N		6500
7792	GLS	"52,5"	-	-	3	geld	6	-	N		
7793	GLS	"52,6"	-	Alwin (the sheriff of Gloucestershire)	4	geld	2	-	N		72950
7794	GLS	"52,7"	-	Alfhere	1	geld	2	-	N		32950
7796	GLS	"53,1"	-	Alwold	3	geld	3	-	N		74500
7797	GLS	"53,2"	-	-	1	geld	0.5	-	N		
7798	GLS	"53,3"	King Edward	Wulfward	2	geld	2	-	N	171100	624350
7799	GLS	"53,4"	-	Grim	2.62	geld	4	-	N		252500
7800	GLS	"53,5"	Earl Harold	Leofwin	3	geld	1.5	-	N	269050	340900
7801	GLS	"53,6"	-	"brothers, five"	5	geld	8	-	N		636150
7802	GLS	"53,7"	-	Leofwin	1.25	equal	1	equal	N		340900
7802	GLS	"53,7"	-	Leofwy	1.25	equal	1	equal	N		346500
7803	GLS	"53,8"	-	Thorsten	2	geld	1.5	-	N		529150
7804	GLS	"53,9"	-	Edwy	3.5	geld	4	-	N		178950
7805	GLS	"53,10"	-	Edric	3.5	equal	3	equal	N		164900
7805	GLS	"53,10"	-	Godric	3.5	equal	3	equal	N		235250
7806	GLS	"53,11"	-	Auti	3	geld	4	-	N		96300
7807	GLS	"53,12"	-	Leofnoth	0.5	geld	0.5	-	N		332050
7808	GLS	"53,13"	-	-	1.5	geld	1	-	N		
7810	GLS	"54,1"	-	Ernsi (son of Aldgyth)	10	geld	5	-	N		185450
7811	GLS	"54,2"	-	Cola	10	geld	8	-	N		139050
7813	GLS	"55,1"	-	Earl Tosti	10	geld	12	-	N		535500
7815	GLS	"56,1"	-	Edwy	4	equal	4	equal	N		178950
7815	GLS	"56,1"	-	Thorsten	4	equal	4	equal	N		529150
7816	GLS	"56,2"	-	Archbishop Stigand	14.25	geld	16	-	N		504900
7818	GLS	"57,1"	-	Godwin	4.5	geld	3	-	N		241700
7820	GLS	"58,1"	King Edward	Tovi	4	geld	3	-	N	171100	537100
7821	GLS	"58,2"	-	Tovi	1	geld	2	-	N		537100
7822	GLS	"58,3"	-	Palli <of Bledisloe>	0.5	geld		1086 value	N		398600
7823	GLS	"58,4"	King Edward	Alstan of Boscombe	5	geld	8	-	N	171100	60550
7825	GLS	"59,1"	-	Siward Barn	15	geld	20	-	N		495300
7827	GLS	"60,1"	Earl Harold	Asgot (of Hailes)	21	geld	30	-	N	269050	93375
7828	GLS	"60,2"	King Edward	Wulfward White (the noble)	7	geld	8	-	N	171100	626000
7829	GLS	"60,3"	-	Alric	2.31	equal	3	equal	N		52400
7829	GLS	"60,3"	-	Godric	2.31	equal	3	equal	N		235250
7830	GLS	"60,4"	-	Edric (the sheriff)	5	geld	10	-	N		168110
7831	GLS	"60,5"	-	Edric (the sheriff)	4	geld	10	-	N		168110
7832	GLS	"60,6"	-	Edric (the sheriff)	5	geld	5	-	N		168110
7833	GLS	"60,7"	-	Edric (the sheriff)	0.5	geld	2	-	N		168110
7835	GLS	"61,1"	-	Earl Ralph (of Hereford)	10	geld		-	N		411350
7836	GLS	"61,2"	-	Earl Ralph (of Hereford)	10	geld	40	-	N		411350
7838	GLS	"62,1"	-	"thanes, two"	2.25	geld		-	N		680800
7839	GLS	"62,2"	-	-	2	geld		-	-		
7840	GLS	"62,3"	-	"thane, one"	2	geld	7	-	N		675200
7841	GLS	"62,4"	-	Baldwin (son of Herlewin)	12	geld	7	-	N		101850
7842	GLS	"62,5"	-	Baldwin (son of Herlewin)	4	geld	7	-	N		101850
7843	GLS	"62,6"	-	Leofric	2.5	geld	2	-	N		334000
7845	GLS	"63,1"	King Edward	Thorkil (White)	5	geld	6	-	N	171100	526750
7846	GLS	"63,2"	-	Wulfward	5	geld	4	-	N		624350
7847	GLS	"63,3"	-	Wulfward	10	geld	9	-	N		624350
7848	GLS	"63,4"	-	Wulfward	3	geld	4	-	N		624350
7850	GLS	"64,1"	-	Wigot (of Wallingford)	0.75	geld	2	-	N		575200
7851	GLS	"64,2"	King Edward	Hemming <of Branston>	2	geld	4	-	N	171100	274120
7852	GLS	"64,3"	-	Wigot (of Wallingford)	1	geld	5	-	N		575200
7854	GLS	"65,1"	-	Alwin (the sheriff of Gloucestershire)	1	geld	2	-	N		72950
7856	GLS	"66,1"	-	Cynwy Chelle	10	geld	12	-	N		144900
7857	GLS	"66,2"	-	Wulfwin	1	geld	0.5	-	N		627150
7858	GLS	"66,3"	-	Ernsi (son of Aldgyth)	5	geld		1086 value	N		185450
7859	GLS	"66,4"	-	Ernsi (son of Aldgyth)	6	geld	6	-	N		185450
7860	GLS	"66,5"	-	Ernsi (son of Aldgyth)	10	geld	10	-	N		185450
7861	GLS	"66,6"	-	Ernsi (son of Aldgyth)	1	geld	5	-	N		185450
7863	GLS	"67,1"	King Edward	Tovi	7	geld	8	-	N	171100	537100
7864	GLS	"67,2"	-	Wulfwy	1	geld	2	-	N		630250
7865	GLS	"67,3"	King Edward	Brictric <of Newton>	1	geld	2.5	-	N	171100	123365
7866	GLS	"67,4"	-	Aelfric	1	geld	2	-	N		6500
7867	GLS	"67,5"	-	Alwold (the bald)	1	geld	7	-	N		75690
7868	GLS	"67,6"	King Edward	Tovi	5	geld	5	-	N	171100	537100
7869	GLS	"67,7"	-	Auti	3	geld	3	-	N		96300
7871	GLS	"68,1"	-	Wulfward	5	geld	7	-	N		624350
7872	GLS	"68,2"	Earl Harold	"thane, one"	5	equal	2.5	equal	N	269050	675200
7872	GLS	"68,2"	Leofric	"thane, one"	5	equal	2.5	equal	N	334000	675200
7873	GLS	"68,3"	-	"thanes, two"	5	geld	4	-	N		680800
7874	GLS	"68,4"	-	Brictmer (son of Queneva)	3	geld	8	-	N		120710
7875	GLS	"68,5"	-	Godric	3	geld	5	-	N		235250
7876	GLS	"68,6"	-	Bil	0.75	geld	0.5	-	N		110950
7877	GLS	"68,7"	-	Edric	1.66	equal	2.66	equal	N		164900
7877	GLS	"68,7"	-	Leofric	1.66	equal	2.66	equal	N		334000
7877	GLS	"68,7"	-	Alric	1.66	equal	2.66	equal	N		52400
7878	GLS	"68,8"	-	Almer	1	geld	2	-	N		44500
7879	GLS	"68,9"	-	Leofwin	2.25	equal	3	proportional	N		340900
7879	GLS	"68,9"	-	another Leofwin	2.25	equal	3	proportional	N		342100
7879	GLS	"68,9"	-	Alwin	1.5	geld	2	proportional	N		66750
7880	GLS	"68,10"	King Edward	Leofwin	3	geld	4	-	N	171100	340900
7881	GLS	"68,11"	-	Almer	0.62	geld	0.2	-	N		44500
7882	GLS	"68,12"	-	Wicga	1.5	equal	1.16	equal	N		573300
7882	GLS	"68,12"	-	Wulfhelm	1.5	equal	1.16	equal	N		612600
7882	GLS	"68,12"	-	Alward	1.5	equal	1.16	equal	N		62250
7883	GLS	"68,13"	-	-		-		-	-		
7885	GLS	"69,1"	-	Aelric	1	equal	4	equal	N		16200
7885	GLS	"69,1"	-	Blaecmann	1	equal	4	equal	N		111650
7885	GLS	"69,1"	-	Edric	1	equal	4	equal	N		164900
7885	GLS	"69,1"	-	Alstan	1	equal	4	equal	N		59600
7886	GLS	"69,2"	King Edward	Alwy	1	geld	1.25	-	N	171100	76250
7887	GLS	"69,3"	-	Alwin	1	geld	1.5	-	N		66750
7888	GLS	"69,4"	-	Alward	1	geld	2	-	N		62250
7889	GLS	"69,5"	-	Alward	2	geld	2	-	N		62250
7890	GLS	"69,6"	Alwy Hiles	"Harold, Alwy Hiles' man"	2.5	geld	2	-	N	77300	268300
7891	GLS	"69,7"	Brictric son of Algar	"men, three"	4	geld	12	-	N	123750	665050
7892	GLS	"69,8"	-	Alwin	0.25	geld	0.1	-	N		66750
7894	GLS	"70,1"	-	Payne	1	geld	1.5	-	N		399450
7895	GLS	"70,2"	-	Alwin (the sheriff of Gloucestershire)	1	geld	2.5	-	N		72950
7897	GLS	"71,1"	-	Ordric	1	geld		1086 value	N		382300
7899	GLS	"72,1"	-	Countess Goda	10	geld	7	-	N		227950
7900	GLS	"72,2"	-	(Countess) Goda	10	geld	8	-	N		228000
7901	GLS	"72,3"	-	(Countess) Goda	5	geld	7	-	N		228000
7903	GLS	"73,1"	-	Strang the Dane	10	geld	15	-	N		506400
7904	GLS	"73,2"	-	John (the Dane)	10	geld	15	-	N		313910
7905	GLS	"73,3"	-	Alwin	1	geld	1	-	N		66750
7907	GLS	"74,1"	King Edward	Alfhild	3	geld	4	-	N	171100	33350
7909	GLS	"75,1"	King Edward	Saewin the reeve of Bristol	3	geld	5	-	N	171100	478550
7910	GLS	"75,2"	-	-	1	geld		1086 value	N		
7911	GLS	"75,3"	-	-	0.25	geld	0.08	-	N		
7913	GLS	"76,1"	-	Tovi	1.33	equal	0.66	equal	N		537100
7913	GLS	"76,1"	-	Thorbiorn	1.33	equal	0.66	equal	N		519800
7913	GLS	"76,1"	-	Wulffrith	1.33	equal	0.66	equal	N		609000
7915	GLS	"77,1"	-	Alwin	0.75	geld	0.5	-	N		66750
7917	GLS	"78,1"	-	Tovi	1.16	equal	1	equal	N		537100
7917	GLS	"78,1"	-	Wulfric	1.16	equal	1	equal	N		617250
7917	GLS	"78,1"	-	Leofwin	1.16	equal	1	equal	N		340900
7918	GLS	"78,2"	-	Ketil (father of Edric)	1.25	geld	1	-	N		318810
7919	GLS	"78,3"	-	Ketil (father of Edric)	0.87	geld	0.5	-	N		318810
7920	GLS	"78,4"	-	Osward (of Trewsbury)	0.75	geld	1	-	N		395100
7921	GLS	"78,5"	-	Ketil (father of Edric)	3.75	geld	3	-	N		318810
7922	GLS	"78,6"	-	-	0.5	geld		1086 value	N		
7923	GLS	"78,7"	-	Edeva <of Chaddesley>	1	geld	1	-	N		157150
7924	GLS	"78,8"	-	Aelmer	9	geld	8	-	N		15050
7925	GLS	"78,9"	-	Ordric	2	geld		1086 value;equal	N		382300
7925	GLS	"78,9"	-	Brictric <of Newton>	2	geld		1086 value;equal	N		123365
7926	GLS	"78,10"	-	Alwold	4	geld	4	-	N		74500
7927	GLS	"78,11"	-	Balki (the Dane)	2	geld	2	-	N		102910
7928	GLS	"78,12"	-	Alsi (of Faringdon)	5	geld	5	-	N		58100
7929	GLS	"78,13"	-	Dunn <of Brimpsfield>	2	geld	6	-	N		152870
7930	GLS	"78,14"	-	Brictric <of Newton>	1	geld	5	-	N		123365
7931	GLS	"78,15"	-	Brictric <of Newton>	5	geld	5	-	N		123365
7932	GLS	"78,16"	-	Ketil (father of Edric)	4.5	geld	3	-	N		318810
7933	GLS	"78,17"	-	Madoc	2	geld	2	-	N		352650
7935	WOR	C1	-	King Edward	10	proportional	10	-	N		172150
7935	WOR	C1	-	Earl Edwin	5	proportional	8	-	N		176550
7936	WOR	C2	-	King Edward		no units		1086 value	N		172150
7943	WOR	"1,1a"	-	Earl Edwin	30	geld		-	N		176550
7944	WOR	"1,1b"	-	Earl Edwin	5	geld	18	-	N		176550
7945	WOR	"1,1c"	Earl Edwin	Erngeat (son of Grim)	2.35	equal	1.33	equal	N	176550	185410
7945	WOR	"1,1c"	Earl Edwin	Frani (son of Erngeat)	2.35	equal	1.33	equal	N	176550	201900
7945	WOR	"1,1c"	Earl Edwin	Alwin	2.35	equal	1.33	equal	N	176550	67700
7945	WOR	"1,1c"	Earl Edwin	"Brictred, Earl Edwin's thane"	2.35	equal	1.33	equal	N	176550	121600
7945	WOR	"1,1c"	Earl Edwin	Alwold (son of Erngeat)	2.35	equal	1.33	equal	N	176550	75670
7946	WOR	"1,1d"	Earl Edwin	Wulfwin	0.75	geld	0.25	-	N	176550	627750
7947	WOR	"1,2"	-	-	20	geld	14	-	N		
7948	WOR	"1,3a"	-	-		no units	52	-	N		
7949	WOR	"1,3b"	-	-		no units	89	-	N		
7950	WOR	"1,4"	-	-		no units		-	N		
7951	WOR	"1,5"	-	King Edward	9	geld		1086 value	N		172150
7952	WOR	"1,6"	-	King Edward	9	geld		1086 value	N		172150
7953	WOR	"1,7"	-	-	0.5	geld		-	N		
7955	WOR	"2,1"	-	-		no units		-	N		
7956	WOR	"2,2"	-	"Worcester (St Mary), bishop of"	13	geld	16	-	N		606450
7957	WOR	"2,3"	-	"Worcester (St Mary), bishop of"	7	geld		1086 value	N		606450
7958	WOR	"2,4"	"Worcester (St Mary), bishop of"	Alric	2	geld	2.5	-	N	606450	53300
7959	WOR	"2,5"	"Worcester (St Mary), bishop of"	Aelric	2	geld	1.5	-	N	606450	16700
7960	WOR	"2,6"	-	"Worcester (St Mary), bishop of"	10	geld	8	-	N		606450
7961	WOR	"2,7"	"Worcester (St Mary), bishop of"	Aelric	5	geld		1086 value	N	606450	16700
7962	WOR	"2,8"	"Worcester (St Mary), bishop of"	Arnwin the priest	1	geld	0.5	-	N	606450	90850
7963	WOR	"2,9"	"Worcester (St Mary), bishop of"	Wulfwin	1	geld	1	-	N	606450	627750
