name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Dallas, Alexander, 262",Dallas,,0.0,0.0,0.0,0.0,TLS,D0402,TLS D0402,10130.0,10130.0,0,0,0,0
"Dallyn, Reginald, 198",Dallyn,1354.0,0.0,0.0,0.0,0.0,TLN,D0405,TLN D0405,1354.0,1354.0,0,0,0,0
"Daly, John, 53; Lt. Col., 256; Phillipa, 53; Sarah, 256",Daly,1412.0,0.0,1.0,0.0,0.0,TL,D040,TL D040,1412.0,1412.0,0,0,0,0
"Dalyell, C., 237",Dalyell,,0.0,0.0,0.0,0.0,TLL,D0404,TLL D0404,1307.0,1307.0,0,0,0,0
"Damarell, Margaret, Sir William, 192",Damarell,,0.0,0.0,0.0,0.0,TMRL,D050604,TMRL D050604,1257.0,1257.0,0,0,0,0
"Danby, Francis, William, 130",Danby,,0.0,0.0,0.0,0.0,TNP,D0510,TNP D0510,9026.0,9026.0,0,0,0,0
"Dane, J., 237",Dane,1448.0,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Dangor, James, 326",Dangor,,0.0,0.0,0.0,0.0,TNKR,D05206,TNKR D05206,1446.0,1446.0,0,0,0,0
"Daniel, Daniell, Daniells, A., 139; Alfred, 225; Augusta, 13, 288(2); Catherine, 13, 15; Dorothea, 288; G., 139; George, Harriet, 137; Henry, 288; Herbert, 322; James, 13; John, 288; Thomas, 13, 288(5)",Daniel,,0.0,0.0,0.0,0.0,TNL,D0504,TNL D0504,1311.0,1311.0,0,0,0,0
"Dankes, Whitfield, 246",Dankes,7928.0,0.0,0.0,0.0,0.0,TNKS,D05202,TNKS D05202,7928.0,7928.0,0,0,0,0
"Dansie, Mary, 111",Dansie,,0.0,0.0,0.0,0.0,TNS,D0520,TNS D0520,1322.0,1322.0,0,0,0,0
"Daresbury, Cheshire, 275",Daresbury,7929.0,0.0,0.0,0.0,0.0,TRSPR,D06021060,TRSPR D06021060,7929.0,7929.0,0,0,0,0
"Dark, Caroline, 172; Hugh, 189; William, 172",Dark,8589.0,0.0,0.0,0.0,0.0,TRK,D062,TRK D062,8589.0,8589.0,0,0,0,0
"Darnley-Smith, E., 184",DarnleySmith,7930.0,0.0,0.0,0.0,0.0,TRNLSM0,D0654025030,TRNLSM0 D0654025030,7930.0,7930.0,0,0,0,0
"Dartford, Kent., 294",Dartford,13153.0,0.0,0.0,0.0,0.0,TRTFRT,D0631063,TRTFRT D0631063,13153.0,13153.0,0,0,0,0
"Darvill, S., 249",Darvill,,0.0,0.0,0.0,0.0,TRFL,D06104,TRFL D06104,12979.0,12979.0,0,0,0,0
"Date, Nicholas, 261",Date,,0.0,0.0,0.0,0.0,TT,D030,TT D030,1419.0,1419.0,0,0,0,0
"Daukes, Whitfield, 239",Daukes,,0.0,0.0,0.0,0.0,TKS,D0202,TKS D0202,12368.0,12368.0,0,0,0,0
"Davenham, Cheshire, 297",Davenham,13154.0,0.0,0.0,0.0,0.0,TFNM,D010505,TFNM D010505,13154.0,13154.0,0,0,0,0
"Davey, Davie, Davy, Anne, 63; Edith, 63(2); Elizabeth, 63; F., 330; Grace, 147; Jeanne, 251; Joan, 55; John, 63(2), 132, 256, 303; Sir John, 266; Joyce, 144; Richard, 63(2); Susan, 63; W., 134; William, 72",Davey,,0.0,0.0,1.0,0.0,TF,D010,TF D010,1408.0,1408.0,0,0,1,1
"David, W., 134; William, 292",David,1277.0,0.0,0.0,0.0,0.0,TFT,D0103,TFT D0103,1277.0,1277.0,1,0,0,0
"Davies, Davis, family, 43; Alun, 336; Ann, 216; Arthurina, 16; Bill, 43; Florence, 43; Glad, 73; Irving, 247; Katherine, 285; Kathleen, 266; Kenneth, 338; Leonard, 305; May, 43(2); Minna, 21; Percy, 276; Samuel, 16; T., 247; W., 43",Davies,10815.0,0.0,0.0,0.0,0.0,TFS,D0102,TFS D0102,10815.0,10815.0,0,0,0,0
"Dawe, A., 213; Blanche, Headley, 21; John, Minnie, Walter, 199",Dawe,1464.0,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0
"Day, C., 171; Ernest, 174; George, 43; William, 8",Day,1464.0,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0
"Dayment, family, 262",Dayment,,0.0,0.0,0.0,0.0,TMNT,D05053,TMNT D05053,1343.0,1343.0,0,0,0,0
"Deae, John, Louisa, 17",Deae,,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0
"Dean, Deane, Dene, Arthur, 166; Caroline, 145(3); Cicely, Dorothy, 166; Florence, 251; Francis, 166; Frederick, 251; Glenys, 49; Humphrey, 166(3); John, 166(11); Katharine, 166(8); Mary, 166; Octavius, 166(2); Peter, Richard, Theresa, Walter, 166; William, 5(2)",Dean,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Deans, Dorothea, 139; Ellen, 139(2); James, 139",Deans,,1.0,0.0,0.0,0.0,TNS,D052,TNS D052,9512.0,9512.0,0,0,0,0
"Deare, Charles, 81; Margaret, 81(3); Robert, 81",Deare,,0.0,0.0,0.0,0.0,TR,D060,TR D060,1465.0,1465.0,0,0,0,0
"Dease, Charlotte, James, Lady Teresa, 297",Dease,,0.0,0.0,0.0,0.0,TS,D020,TS D020,1418.0,1418.0,0,0,0,0
"Debenham, Suffolk, vicar of, 261",Debenham,7931.0,0.0,0.0,0.0,0.0,TPNM,D010505,TPNM D010505,7931.0,7931.0,0,0,0,0
"Defence, H.M.S., 165",Defence,7932.0,0.0,0.0,0.0,0.0,TFNS,D010520,TFNS D010520,7932.0,7932.0,0,0,0,0
"Defiance, H.M.S., 212",Defiance,,0.0,0.0,0.0,0.0,TFNS,D010520,TFNS D010520,7932.0,7932.0,0,0,0,0
"Delamore, 80, 81(3)",Delamore,13155.0,0.0,0.0,0.0,0.0,TLMR,D0405060,TLMR D0405060,13155.0,13155.0,0,0,0,0
"Delve, Cecilia, 78; Nora, 193",Delve,1305.0,0.0,0.0,0.0,0.0,TLF,D0410,TLF D0410,1305.0,1305.0,0,0,0,0
"Denham, Suffolk, 345",Denham,1358.0,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0
"Denham, Daisy, 276",Denham,1358.0,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0
"Dennis, Edward, 19; Elizabeth, 13, 14; George, 46(3); Mary, 46(2); Michael, Ralph, 46; W., 167",Dennis,,1.0,0.0,0.0,0.0,TNS,D0502,TNS D0502,1456.0,1456.0,0,0,1,1
"Denyer, Conne, Leslie, 141",Denyer,,0.0,0.0,0.0,0.0,TNR,D0506,TNR D0506,1359.0,1359.0,0,0,0,0
"Derelict brass, 309",Derelict,7933.0,0.0,0.0,0.0,0.0,TRLKT,D0604023,TRLKT D0604023,7933.0,7933.0,0,0,0,0
"Dering, Rupert, 172",Dering,1328.0,0.0,0.0,0.0,0.0,TRNK,D06052,TRNK D06052,1328.0,1328.0,0,0,0,0
"Dernancourt, 49",Dernancourt,7934.0,0.0,0.0,0.0,0.0,TRNNKRT,D065052063,TRNNKRT D065052063,7934.0,7934.0,0,0,0,0
"Derriford, 245",Derriford,13156.0,0.0,0.0,0.0,0.0,TRFRT,D0601063,TRFRT D0601063,13156.0,13156.0,0,0,0,0
"Deune, Mary, Richard, 195",Deune,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Devonport, 232, 236, 238-9, 299; Hospital Chapel, 232(2)",Devonport,6428.0,0.0,0.0,0.0,0.0,TFNPRT,D01051063,TFNPRT D01051063,6428.0,6428.0,0,0,0,0
"Devonshire, Countesses of, 251, 252; Earls of, 75, 112, 113, 119, 165, 178, 252(9); High Sheriffs, 195, 346; H.M.S., 240, 326; Lord Lt., 51, 324; D.L., 72, 107, 130, 141, 144, 155, 248, 266, 275, 286, 294, 322, 335, 346; mark master mason of, 256; provincial grand master of, 256",Devonshire,6501.0,0.0,0.0,0.0,0.0,TFNXR,D01052060,TFNXR D01052060,6501.0,6501.0,0,0,0,0
"Devonshire, Dewdney, John, Mary, 39; Thomas, 40",Devonshire,6501.0,0.0,0.0,0.0,0.0,TFNXR,D01052060,TFNXR D01052060,6501.0,6501.0,0,0,0,0
"Diana, H.M.S., 22",Diana,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Dibden Hythe, Southampton, 39",Dibden,7935.0,0.0,0.0,0.0,0.0,TPTN,D01305,TPTN D01305,7935.0,7935.0,0,0,0,0
"Dick, Charlotte, 101; Fanny, 273",Dick,,0.0,0.0,0.0,0.0,TK,D020,TK D020,1440.0,1440.0,0,0,0,1
"Dickerson, Elizabeth, 269, 271; John, 269, 271",Dickerson,7120.0,0.0,0.0,0.0,0.0,TKRSN,D0206205,TKRSN D0206205,7120.0,7120.0,0,0,0,0
"Dickinson, Benjamin, 303; Charles, 170(2); David, 44; Ernest, 170; Steven, 242",Dickinson,6893.0,0.0,0.0,0.0,0.0,TKNSN,D0205205,TKNSN D0205205,6893.0,6893.0,0,0,0,0
"Dillon, Frances, Robert, 161",Dillon,1354.0,0.0,0.0,0.0,0.0,TLN,D0405,TLN D0405,1354.0,1354.0,0,0,0,0
"Dimond-Churchward, Marcus, 215",DimondChurchward,7936.0,0.0,0.0,0.0,0.0,TMNTXRXRT,D050532062063,TMNTXRXRT D050532062063,7936.0,7936.0,0,0,0,0
"Dimond-Hogg, Mary, Thomas, 144",DimondHogg,7937.0,0.0,0.0,0.0,0.0,TMNTK,D0505302,TMNTK D0505302,7937.0,7937.0,0,0,0,0
"Dingley, Marion, 337, 338",Dingley,1357.0,0.0,0.0,0.0,0.0,TNKL,D05240,TNKL D05240,1357.0,1357.0,0,0,0,0
"Dinham, John, 252",Dinham,1358.0,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0
"Dobbie, Wallace, 292",Dobbie,,0.0,0.0,0.0,0.0,TP,D010,TP D010,1369.0,1369.0,0,0,0,0
"Dobell, Robert, 202; S., 101; William, 202",Dobell,1371.0,0.0,0.0,0.0,0.0,TPL,D0104,TPL D0104,1371.0,1371.0,0,0,0,0
"Dockings, Edith, 291",Dockings,13157.0,0.0,0.0,0.0,0.0,TKNKS,D02052,TKNKS D02052,13157.0,13157.0,0,0,0,0
"Docton, ach. of, 157, 159; Alice, 157; Thomas, 157(2)",Docton,1378.0,0.0,0.0,0.0,0.0,TKTN,D02305,TKTN D02305,1378.0,1378.0,0,0,0,0
"Dodbrooke (near Kingsbridge), 5(2), 288; St. Thomas à Becket, 102; rector of, 102",Dodbrooke,7938.0,0.0,0.0,0.0,0.0,TTPRK,D0316020,TTPRK D0316020,7938.0,7938.0,0,0,0,0
"Dodd, G., 237",Dodd,,0.0,0.0,0.0,0.0,TT,D030,TT D030,1419.0,1419.0,0,0,0,0
"Doddiscombleigh, 104, 105; parson of, 104; rectors of, 104(2)",Doddiscombleigh,7939.0,0.0,0.0,0.0,0.0,TTSKMPL,D03020514020,TTSKMPL D03020514020,7939.0,7939.0,0,0,0,0
"Dodds, Vera, 149",Dodds,,0.0,0.0,0.0,0.0,TTS,D032,TTS D032,12192.0,12192.0,0,0,0,0
"Doe, George, 312(2); Samuel, 312",Doe,,0.0,0.0,0.0,0.0,T,D000,T D000,1464.0,1464.0,0,0,0,0
"Doidge, Barbara, 80; Horace, 199; Samuel, 314",Doidge,,0.0,0.0,0.0,0.0,TJ,D0320,TJ D0320,9868.0,9868.0,0,0,0,0
"Domett, Elizabeth, 38(3); Frances, John, Joseph, Laura, Martha, Newell, 38; Philobeth, 38(2); Susanna, 38",Domett,1391.0,0.0,0.0,0.0,0.0,TMT,D0503,TMT D0503,1391.0,1391.0,0,0,0,0
"Domvil, Alice, 285",Domvil,13158.0,0.0,0.0,0.0,0.0,TMFL,D05104,TMFL D05104,13158.0,13158.0,0,0,0,0
"Donore, 81",Donore,13159.0,0.0,0.0,0.0,0.0,TNR,D05060,TNR D05060,13159.0,13159.0,0,0,0,0
"Donovan, Emily, John, 179",Donovan,11924.0,0.0,0.0,0.0,0.0,TNFN,D050105,TNFN D050105,11924.0,11924.0,0,0,0,0
"”Dorcas•, 5",Dorcas,,0.0,0.0,0.0,0.0,TRKS,D06202,TRKS D06202,10874.0,10874.0,0,0,0,0
"Dorchester, 293",Dorchester,1401.0,0.0,0.0,0.0,0.0,TRKSTR,D06202306,TRKSTR D06202306,1401.0,1401.0,0,0,0,0
"Dorriers, Walter, 82",Dorriers,7940.0,0.0,0.0,0.0,0.0,TRRS,D06062,TRRS D06062,7940.0,7940.0,0,0,0,0
"Dorwall, Robert, 242",Dorwall,,0.0,0.0,0.0,0.0,TRL,D0604,TRL D0604,1364.0,1364.0,0,0,0,0
"Dotin, Henry, 276, 278; Katherine, 277, 278",Dotin,,0.0,0.0,0.0,0.0,TTN,D0305,TTN D0305,1404.0,1404.0,0,0,0,0
"Douglas, Frank, Sarah, 276",Douglas,6874.0,0.0,0.0,0.0,0.0,TKLS,D02402,TKLS D02402,6874.0,6874.0,0,0,0,0
"Dovell, Richard, 226",Dovell,,0.0,0.0,0.0,0.0,TFL,D0104,TFL D0104,9060.0,9060.0,0,0,0,0
"Dowell, Malcolm, 346",Dowell,,0.0,0.0,0.0,0.0,TL,D040,TL D040,1412.0,1412.0,0,0,0,0
"Dowling, Cecil, 15; Edith, 15",Dowling,,0.0,0.0,0.0,0.0,TLNK,D04052,TLNK D04052,1389.0,1389.0,0,0,0,0
"Down, East, 106; West, 106; vicar of, 106",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Down St. Mary, 106; rector of, 106",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Down, Downes, A., 266; Alice, 294; Charles, 168, 169, 294; Edward, 169(2), 170; Eileen, 170; Eliza, 169; Ellen, 13; F., 158(2); Florence, 170; Frank, 226; Harriet, 13; James, 169; Jane, 170; Lilian, 266; Margaret, May, 170; Percy, 227; Stephen, 8; William, 8, 9, 170, 280",Down,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Downing, G., 237; J., 166; Joshua, 165(2), 166; Pam, 220; Penelope, Philippa, 165; R., 166",Downing,1449.0,0.0,0.0,0.0,0.0,TNNK,D05052,TNNK D05052,1449.0,1449.0,0,0,0,0
"Dowrich, 266, House, 268",Dowrich,,0.0,0.0,0.0,0.0,TRX,D06020,TRX D06020,1417.0,1417.0,0,0,0,0
"Dowrich, Lewis, Mary, Thomas, Walter, William, 266",Dowrich,,0.0,0.0,0.0,0.0,TRX,D06020,TRX D06020,1417.0,1417.0,0,0,0,0
"Dowson, Catherine, Joseph, 160",Dowson,,0.0,0.0,0.0,0.0,TSN,D0205,TSN D0205,11768.0,11768.0,0,0,0,0
"Drake, Ann, 185; Sir Bernard, 141, 143; Betty, Caroline, 210; Charles, 185; Elizabeth, 187, 199; Francis, 11, 210; Frederick, 113; Sir Francis, 199(2); Henry, 82, 266(2), 268; Jessie, 268; Leslie, 27; Maria, Mary, 134; May, 27; Philip, 187; Thomas, 134; Zachary, 11",Drake,1423.0,0.0,0.0,1.0,0.0,TRK,D6020,TRK D6020,1423.0,1423.0,0,0,1,1
"Drake, H.M.S., 246(2), 247(2)",Drake,1423.0,0.0,0.0,1.0,0.0,TRK,D6020,TRK D6020,1423.0,1423.0,0,0,1,1
"Dreadon, 189",Dreadon,,0.0,0.0,0.0,0.0,TRTN,D60305,TRTN D60305,1426.0,1426.0,0,0,0,0
"Drew, Drewe, Adrian, 49; Arthur, 40; Beatrice, Cedric, 49; Emily, 112; Frances, 49, 146; Harry, 178; Helen, 40; Jane, 39; John, 178; Julius, 49; Marion, 39; Rosa, 112; Samuel, 146; William, 40",Drew,,0.0,0.0,0.0,0.0,TR,D600,TR D600,1431.0,1431.0,0,0,0,0
"Dreyton, John de, 122, 127",Dreyton,,0.0,0.0,0.0,0.0,TRTN,D60305,TRTN D60305,1426.0,1426.0,0,0,0,0
"Drinkwater, F., 309",Drinkwater,7941.0,0.0,0.0,0.0,0.0,TRNKTR,D60520306,TRNKTR D60520306,7941.0,7941.0,0,0,0,0
"Drummond, Alexander, 104",Drummond,,0.0,0.0,0.0,0.0,TRMNT,D605053,TRMNT D605053,10717.0,10717.0,0,0,0,0
"Dubb, Adelaide, Beresford, Clarence, Graham, Leonard, 20",Dubb,,0.0,0.0,0.0,0.0,TP,D010,TP D010,1369.0,1369.0,0,0,0,0
"Dublin, Eire, 53, 81, 212",Dublin,7942.0,0.0,0.0,0.0,0.0,TPLN,D01405,TPLN D01405,7942.0,7942.0,0,0,0,0
"”Duchess of Chester•, 8",Duchess,7943.0,0.0,0.0,0.0,0.0,TXS,D0202,TXS D0202,7943.0,7943.0,0,0,0,0
"Duckworth, Mary, 130(2), 131(2); Robert, 305; Sir Thomas, 130, 131",Duckworth,,0.0,0.0,0.0,0.0,TKR0,D020630,TKR0 D020630,1250.0,1250.0,0,0,0,0
"Dufty, John, 227",Dufty,11815.0,0.0,0.0,0.0,0.0,TFT,D0130,TFT D0130,11815.0,11815.0,0,0,0,0
"Duke, John, 220; Richard, 220(2), 221; Robert, 220; Sarah, 220, 221; Susanna, 220",Duke,1440.0,0.0,0.0,1.0,0.0,TK,D020,TK D020,1440.0,1440.0,0,0,0,1
"Dulverton, Somerset, 8, 49, 195, 312",Dulverton,7944.0,0.0,0.0,0.0,0.0,TLFRTN,D04106305,TLFRTN D04106305,7944.0,7944.0,0,0,0,0
"Dumbleton, Ellen, 122; Edgar, 122, 124; Henry, 122, 169",Dumbleton,13160.0,0.0,0.0,0.0,0.0,TMPLTN,D05140305,TMPLTN D05140305,13160.0,13160.0,0,0,0,0
"Dun Esk, 299",Dun,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Dunboyne, Lady 193, 340; Marion, 193",Dunboyne,7945.0,0.0,0.0,0.0,0.0,TNPN,D051050,TNPN D051050,7945.0,7945.0,0,0,0,0
"Duncan, G., 88",Duncan,,0.0,0.0,0.0,0.0,TNKN,D05205,TNKN D05205,1396.0,1396.0,0,0,0,0
"Dunkley, 63",Dunkley,,0.0,0.0,0.0,0.0,TNKL,D05240,TNKL D05240,1357.0,1357.0,0,0,0,0
"Dunn, Samuel, 337; Walter, 8",Dunn,,0.0,0.0,0.0,0.0,TN,D050,TN D050,1448.0,1448.0,0,0,0,0
"Dunn-Pattison, Richard, 43",DunnPattison,7946.0,0.0,0.0,0.0,0.0,TNPTSN,D051030205,TNPTSN D051030205,7946.0,7946.0,0,0,0,0
"Dunning, Alfred, 165; Harriet, Richard, 296",Dunning,1449.0,0.0,0.0,0.0,0.0,TNNK,D05052,TNNK D05052,1449.0,1449.0,0,0,0,0
"Dunnose, 1",Dunnose,,1.0,0.0,0.0,0.0,TNS,D05020,TNS D05020,8811.0,8811.0,0,0,0,0
"Dunsland, 38; John de, 39",Dunsland,7947.0,0.0,0.0,0.0,0.0,TNSLNT,D0524053,TNSLNT D0524053,7947.0,7947.0,0,0,0,0
"Durant, Henry, 296; Jane, 294; John, William, 296",Durant,,0.0,0.0,0.0,0.0,TRNT,D06053,TRNT D06053,1461.0,1461.0,0,0,0,0
"Durham, Frank, 247",Durham,,0.0,0.0,0.0,0.0,TRM,D0605,TRM D0605,1325.0,1325.0,0,0,0,0
"Durling, Charles, 164",Durling,13161.0,0.0,0.0,0.0,0.0,TRLNK,D064052,TRLNK D064052,13161.0,13161.0,0,0,0,0
"Durnford, Arthur, 255(2); Caroline, 162; Victoria, 255",Durnford,7717.0,0.0,0.0,0.0,0.0,TRNFRT,D0651063,TRNFRT D0651063,7717.0,7717.0,0,0,0,0
"Duryard Lodge, 130",Duryard,,0.0,0.0,0.0,0.0,TRRT,D06063,TRRT D06063,1332.0,1332.0,0,0,0,0
"Dutton, Annie, 275; Constance, 166; Frederic, 275; Guy, 166; John, Victoria, 275; Walter, 166; William, 275",Dutton,,0.0,0.0,0.0,0.0,TTN,D0305,TTN D0305,1404.0,1404.0,0,0,0,0
"Dyer, Jane, 50; John, 342(2); Kitty, 342; S., 316",Dyer,1465.0,0.0,0.0,1.0,0.0,TR,D060,TR D060,1465.0,1465.0,0,0,0,0
"Dykes, James, 268",Dykes,,0.0,0.0,0.0,0.0,TKS,D0202,TKS D0202,12368.0,12368.0,0,0,0,0
"Dynham, Alice, John, 192",Dynham,,0.0,0.0,0.0,0.0,TNM,D0505,TNM D0505,1358.0,1358.0,1,0,0,0
"Dypford, Elizabeth, 24, 25; Henry, 24, 25",Dypford,,0.0,0.0,0.0,0.0,TPFRT,D01063,TPFRT D01063,1360.0,1360.0,0,0,0,0
"Eaglemont, 178(3)",Eaglemont,7948.0,0.0,0.0,0.0,0.0,AKLMNT,E02405053,AKLMNT E02405053,7948.0,7948.0,0,0,0,0
"Earl, Gilbert, 330",Earl,10738.0,0.0,0.0,1.0,0.0,ARL,E064,ARL E064,10738.0,10738.0,0,0,0,0
"Eason, E., 336",Eason,13162.0,0.0,0.0,0.0,0.0,ASN,E0205,ASN E0205,13162.0,13162.0,0,0,0,0
"Easson-Brown, Harald, 210-1",EassonBrown,7949.0,0.0,0.0,0.0,0.0,ASNPRN,E02051605,ASNPRN E02051605,7949.0,7949.0,0,0,0,0
"East Grinstead, Sussex, 1",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0
"East Langdon, 1",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0
"East Leigh, 58(2)",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0
"East Wray, 192",East,10635.0,0.0,0.0,0.0,0.0,AST,E023,AST E023,10635.0,10635.0,0,0,0,0
"East-the-Water, Bideford, 215",EasttheWater,7950.0,0.0,0.0,0.0,0.0,AS0TR,E0230306,AS0TR E0230306,7950.0,7950.0,0,0,0,0
"Eastabrook, Henry, Louisa, 50",Eastabrook,,0.0,0.0,0.0,0.0,ASTPRK,E02301602,ASTPRK E02301602,10613.0,10613.0,0,0,0,0
"Eastcliff, 180",Eastcliff,7951.0,0.0,0.0,0.0,0.0,ASTKLF,E0232401,ASTKLF E0232401,7951.0,7951.0,0,0,0,0
"Eastdowne, 198, 289; rector of, 13",Eastdowne,13163.0,0.0,0.0,0.0,0.0,ASTN,E023050,ASTN E023050,13163.0,13163.0,0,0,0,0
"Easter, Agnes, 340",Easter,12985.0,0.0,0.0,0.0,0.0,ASTR,E02306,ASTR E02306,12985.0,12985.0,0,0,0,0
"Eastlake, Eliza, George, 249",Eastlake,11426.0,0.0,0.0,0.0,0.0,ASTLK,E0234020,ASTLK E0234020,11426.0,11426.0,0,0,0,0
"Eastleigh, 331",Eastleigh,12853.0,0.0,0.0,0.0,0.0,ASTL,E0234020,ASTL E0234020,12853.0,12853.0,0,0,0,0
"Eastmond, P., 312",Eastmond,,0.0,0.0,0.0,0.0,ASTMNT,E0235053,ASTMNT E0235053,11263.0,11263.0,0,0,0,0
"Eastney, 240, 242",Eastney,13164.0,0.0,0.0,0.0,0.0,ASTN,E02350,ASTN E02350,13164.0,13164.0,0,0,0,0
"Eastwell, Wilts., 22",Eastwell,13165.0,0.0,0.0,0.0,0.0,ASTL,E02304,ASTL E02304,13165.0,13165.0,0,0,0,0
"Ebberly, 21",Ebberly,13166.0,0.0,0.0,0.0,0.0,APRL,E10640,APRL E10640,13166.0,13166.0,0,0,0,0
"Ebford Barton, 70",Ebford,13167.0,0.0,0.0,0.0,0.0,APFRT,E1063,APFRT E1063,13167.0,13167.0,0,0,0,0
"Ebourne, 50",Ebourne,13168.0,0.0,0.0,0.0,0.0,APRN,E10650,APRN E10650,13168.0,13168.0,0,0,0,0
"Echo, H.M. Surveying Ship, 247",Echo,,0.0,0.0,0.0,0.0,AX,E200,AX E200,11361.0,11361.0,0,0,0,0
"Ede, Harry, 286",Ede,,0.0,0.0,0.0,0.0,AT,E300,AT E300,8679.0,8679.0,0,0,0,0
"Eden, Lionel, 173; Robert, S., 87; Thomas, 303",Eden,,0.0,0.0,0.0,0.0,ATN,E305,ATN E305,10249.0,10249.0,0,0,0,0
"Edenbridge, Kent, 209",Edenbridge,7952.0,0.0,0.0,0.0,0.0,ATNPRJ,E305160320,ATNPRJ E305160320,7952.0,7952.0,0,0,0,0
"Edgcumbe, 201",Edgcumbe,5573.0,0.0,0.0,0.0,0.0,ATKKMP,E320510,ATKKMP E320510,5573.0,5573.0,0,0,0,0
"Edgcumbe, Edgecumbe, John, 201(2); Joseph, 244; Margaret, 201; Mary, 293",Edgcumbe,5573.0,0.0,0.0,0.0,0.0,ATKKMP,E320510,ATKKMP E320510,5573.0,5573.0,0,0,0,0
"Edge, Mary, 244",Edge,13169.0,0.0,0.0,0.0,0.0,AJ,E320,AJ E320,13169.0,13169.0,0,0,0,0
"Edger, Anne, 215",Edger,,0.0,0.0,0.0,0.0,AJR,E3206,AJR E3206,5944.0,5944.0,0,0,0,0
"Edinburgh, 301; Duke of, 90; lord rector of the university, 324",Edinburgh,7953.0,0.0,0.0,0.0,0.0,ATNPRK,E30510620,ATNPRK E30510620,7953.0,7953.0,0,0,0,0
"Edmonds, Courtenay, 44; Nicholas, Sophia, 277; Walter, 44; William, 277(2)",Edmonds,5842.0,0.0,0.0,0.0,0.0,ATMNTS,E350532,ATMNTS E350532,5842.0,5842.0,0,0,0,0
"Edward I, King, 113",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0
"Edward IV, King, 75, 343",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0
"Edward VII, King, 269, 326(2)",Edward,8488.0,0.0,0.0,0.0,0.0,ATRT,E3063,ATRT E3063,8488.0,8488.0,0,0,0,0
"Edwards, Elizabeth, 324; George, 5; Harry, 305; Henry, 20(2); John, 19; L., 284, 328; Mildred, 5; Patrick, 145; R., 251; Stanley, 284",Edwards,1479.0,0.0,0.0,0.0,0.0,ATRTS,E30632,ATRTS E30632,1479.0,1479.0,0,0,0,0
"Edway, 1",Edway,,0.0,0.0,0.0,0.0,AT,E300,AT E300,8679.0,8679.0,0,0,0,0
"Edworthy, Jim, Minnie, 50",Edworthy,1480.0,0.0,0.0,0.0,0.0,ATR0,E30630,ATR0 E30630,1480.0,1480.0,0,0,0,0
"Eedhill, 139",Eedhill,13170.0,0.0,0.0,0.0,0.0,ATL,E0304,ATL E0304,13170.0,13170.0,0,0,0,0
"Eggins, William, 174",Eggins,11883.0,0.0,0.0,0.0,0.0,AKNS,E2052,AKNS E2052,11883.0,11883.0,0,0,0,0
"Eldridge, Arthur, 205",Eldridge,13171.0,0.0,0.0,0.0,0.0,ALTRJ,E4360320,ALTRJ E4360320,13171.0,13171.0,0,0,0,0
"Elford, Elizabeth, Sir William, 247",Elford,1492.0,0.0,0.0,0.0,0.0,ALFRT,E41063,ALFRT E41063,1492.0,1492.0,0,0,0,0
"Elizabeth I, Queen, 164, 314",Elizabeth,5455.0,0.0,0.0,0.0,0.0,ALSP0,E40201030,ALSP0 E40201030,5455.0,5455.0,0,0,0,0
"Elizabeth II, Queen, 37, 90, 161, 202, 225, 255, 328",Elizabeth,5455.0,0.0,0.0,0.0,0.0,ALSP0,E40201030,ALSP0 E40201030,5455.0,5455.0,0,0,0,0
